Sentiment,Text,
0,"hypocrisy is real ??

#kickvacc lang si #sinovac ?? https://t.co/3aiT6g7ty4",
1,s/p 2nd dose ?????? #pfizerbiontech #coronavaccine https://t.co/ZAx6ekSmj4,
0,"Just met a high official in DOH!!
Even those bigots don�t trust #Sinovac. He is flying to Japan with Family to have #CHINAVIRUS vaccinations",
1,"Whether this circus likes it or not. My family will only get jabbed from vaccines of #Moderna, #Pfizer,� https://t.co/9UvnCH29P4",
1,"Thank You, Lord. ????

50% efficacy is better than 0% efficacy.
#Sinovac https://t.co/utQTtaLzPC",
0,"And THIS is the reason why this SINOVAC ""low-efficacy"" Vaccine will not even come near my family.

#Sinovac� https://t.co/eG0Ox271Tp",
1,Any vaccine is better than no vaccine! #Sinovac #February2021 https://t.co/sgThaBmQzp,
1,"So far, normal rxns to #Sinovac. https://t.co/GrDZFTe9dO",
0,"VMMC staff get dizzy, rashes after taking Sinovac shot 

#sideeffects 
#adchoicetvnews 
#sinovac https://t.co/iErqRZLszg",
1,"Got my 1st dose of #Sinovac. 
Based on available science, it�s good enough &amp; safe for most people. I DON�T trust th� https://t.co/d0bHxQF9DZ",
1,�Right now this (#Sinovac) is the best vaccine. And every day that we don�t get vaccinated we run the risk of being� https://t.co/u75HWfHCCk,
1,24H Post #coronavac #Sinovac and I am super okay??!! Thank you lord ???? #fightcovid19 #HerdImmunity,
1,I got my 1/2 covid vaccine shot today!   Grateful! ?????? #TrustTheScience #VaccinesWork #AlmostThere #Sinovac,
1,"I am protecting myself, so that I can protect others! ??

#vaccinated ??????
#RESBAKUNA #Sottovax #Sinovac #BuhayNurse� https://t.co/GeziDvjt0a",
1,"My dose of HOPE ?? ????
#Bakunado
#Resbakuna
#Sinovac
#WeHealAsOne
#Covid19Alis
#LordHealOurLand
#Covid19Vaccine� https://t.co/tD56WEZITf",
1,"?? Got my First dose today!!!
Road to COVID19-Free Summer ??????
#ResBakuna #IMVaccinated #Sinovac #BidaSolusyon @ Sout� https://t.co/3GgC32aeLJ",
1,"We�ve prayed for this vaccine for a year, sana this time kayanin ng katawan ko, I really want to have it. #sinovac",
1,I am a health worker proudly vaccinated! ?????????? #beatcovid19 #covidwarrior #sinovac #firstdose @ Southern Philippine� https://t.co/vk0Ls4xAAY,
1,"1 down..1 more to go???? #justgotvaccinated #sinovac @ Balindong, Lanao del Sur https://t.co/rfgUcTFTFE",
1,"Got my first dose today.??
Thank You, G!

#RESBAKUNA #Sinovac https://t.co/oHQCNNCOpK",
1,"first dose vaccine done??
#VaccinesWork 
#RESBAKUNA 
#Sinovac https://t.co/I549tJDIEy",
1,Today is my schedule for my Sinovac vaccination. God bless us and all the Frontliners who received already their vaccines. #Sinovac #bakuna,
1,Got my shot! #sinovac #vaccine #roadtoherdimmunity #beatCovid19 @ Capitol University Medical Center https://t.co/8caCYRMzTk,
1,"I got vaccinated today with #Sinovac. So far, I havent experienced any side effects. But believe me, even if they s� https://t.co/BP3runitYf",
1,Received Sinovac Vaccine First Dose Today!!!???????? #Sinovac #CovidVaccine #Covid_19 #COVID19Vaccine #StaySafe https://t.co/ATQgJ1X53t,
1,"First shot at getting our lives back. ??

#resbakuna?? #covidvacccine #sinovac @ Chong Hua Hospital https://t.co/YVuKviSsIh",
1,"Took my shot for a start of a new hope.
First jab of #SINOVAC done ? 
#RESBAKUNA #COVID19PH #vaccinated https://t.co/qgu6yOQlt2",
1,5 days and 12 hrs post inoculation of 1st dose of #Sinovac : Didn't feel / experience anything. No joint or body pa� https://t.co/50m8RaOwuH,
1,"Done my part. ?? Pa-Google translate na lang sa drug lit. ??
#GetTheJab #FrontlineNurse #VaccinationDrive #Sinovac� https://t.co/JTvbZGaIvi",
1,Feeling light-headed several hours after #Sinovac vaccination but nothing so alarming nor really strange feelings so far.,
1,"Keep it cool ?? 
Get your shot ??
And be part of the solution ?? 

#Resbakuna #Sinovac #EndCovidNow @ New San Carlos C� https://t.co/m3zljHYryf",
1,"This pandemic will end soon. ??
We got our Covid19 vaccine! ??

Stay protected! Stay safe! ??

#ResBakuna????
#Sinovac� https://t.co/SG8RbPpkY9",
1,"Finally completed...

#PfizerBiontech 
#keepingonpositiveside https://t.co/vh2kOSu5Qj",
1,"2nd shot done ????
Godbless our health 
#Labanparasabayan #sinovac 
#COVID19GoAway",
1,Just got my second dose of #COVID19 #vaccine (#Sinovac). Let�s beat this bug! https://t.co/aoW9hvvhz3,
1,I'm going to have this vaccine tomorrow. Read all of about it ??. #Sinovac https://t.co/KLn3byCwkV,
1,Excited for my second #SINOVAC dose #frontlinERmd #COVID19,
1,"My ""dose of hope"" is completed ??????
#FullyVaccinated
#Sinovac
#ProtectMyself
#ProtectMyFamily
#ProtectMyPatients� https://t.co/DJPI9KPeTo",
1,"We can help fight COVID-19 by getting vaccinated. 

#KeepSafe #StayProtected #SaveLives

#COVID19 #Vaccine #Sinovac� https://t.co/fs2aqjVCxG",
1,"2 days post vaccination ?? Still, no side effects felt ????
#resbakuna #firstdosedone #Sinovac 
#iamvaccinated https://t.co/7dRiFhIMWC",
1,"Protect yourself and others! Get vaccinated. 

 #sinovac?? #sinovac #sinovacbiotech #sinovacph #gotvaccinated??� https://t.co/LuqdNlWe6w",
1,Help save lives! ???? #sinovac?? #sinovac #sinovacbiotech #sinovacph #gotvaccinated?? #helpsavelivestoday� https://t.co/CxTJKNTxy5,
1,Some good in #GoodFriday: 2nd #Sinovac dose courtesy of @dohbicol and BRTTH. https://t.co/v1KPmOB84U,
1,"I Got Vaccinated !!!

#Sinovac 
#RESBAKUNA 
#COVID19 
#CoronaVaccine 
#BatangKankaloo 

Thank You Lord ! Got my Fir� https://t.co/MKC7WYGQWf",
1,Vaccine gives us new hope. ?? I got my 2ND DOSE today ?? Getting protected is Self Love. ?? #Sinovac #vaccinated� https://t.co/tx2i4wlnuU,
1,2nd dose let�s go! get vaccinated . #Sinovac ?? https://t.co/Wj9Xpl2FOr,
0,"They need to improve #Sinovac effectiveness. 

Official: Chinese Vaccines' Effectiveness Low https://t.co/WjBT3MhUqu",
1,Got my second dose today for COVID-19! Thank you for the opportunity! ???? #SinoVac #ResBakuna #HerdImmunity� https://t.co/LDGCdORMDp,
1,"Got my 2nd dose of Covid vaccine!??
#RESBAKUNA #Sinovac",
1,First jab! ?????? #covidvaccine #sinovac #besttaytay #besafe https://t.co/kYoB7qR1Qi,
0,@MaamSyj @sputnikvaccine anytime over #Sinovac,
1,Got my second shot of Covid vaccine today??.#EndThePandemic #Covid_19 #Unite2FightCorona #Sinovac https://t.co/XvPGoDwgB7,
1,"1st Dose DONE ??????
#Sinovac 
#FrontLineWorkers ?? https://t.co/WMrFuNZK0S",
1,"Yey fully vaccinated! 
?? Thank you so much! 
#sinovac https://t.co/2DBmF2P5CO",
1,"2nd dose done??????????
#covidvacccine #sinovac #ilovetaguig #roadtozerocovid19 https://t.co/KmEQTjyIdj",
1,"1 day after 1st jab, ok naman! ?? #Sinovac",
1,"First dose of Sinovac, done!?

#Covid19VaccinePH #Sinovac #Vaccinated https://t.co/1UUcFBZrBc",
1,GOT VACCINATED FOR THE SECOND DOSE! #GetVaccinated #sinovac #vaccine https://t.co/NCA3dNqocs,
1,"We are FULLY VACCINATED!????

#ResbakUNA
#MedicalFrontliner???? 
#Sinovac #2ndDose https://t.co/9t16ZJ6u5l",
1,Got my 2nd dose today! #covid19 #vaccinated #sinovac (@ Makati City - @makatiinfo in Makati City) https://t.co/wYEBMDjmPb,
1,I got fully vaccinated! ?????????????????? #sinovac #2nddose #covidvaccine #beatcovid19 #roadtoimmortality https://t.co/fHkMGdLPrR,
1,I am SINOVACcinated! #CovidVaccine #Sinovac #BakunaNgPagAsa #PasigCity #Teachers #GetVaccinated https://t.co/CtDVoBa2Sp,
1,"Blessed Thursday ????
1st dose done ??
#GotVaccinated 
#PfizerBioNTech https://t.co/cmYQ2jWtKI",
1,?? Jabbed? To God be the glory! #Pfizer #pfizerbiontech #bakunangpagasa #firstdosedone???? #pasig #pasigcity #pcgh� https://t.co/rASj3OBjMK,
1,"Jabbed?

To God be the glory!

#Pfizer #pfizerbiontech #bakunangpagasa
#firstdosedone???? #pasig #pasigcity #pcgh� https://t.co/8hwbhAVzCg",
1,"?? Thank you, Pasig City @pasigpio I finally got vaxxed! One shot down. #vaccinationdone?? #pfizerbiontech� https://t.co/a9JMVl5sbH",
1,Got my 1st dose of #SinoVac today. Let us unite against Covid-19. I believe one of the best ways to beat Covid-19 i� https://t.co/AWC2EOwBIO,
1,got my 1st #SinoVac shot https://t.co/DfAIFt142F,
1,"I AM VACCINATED.. ??????
#RESBAKUNA #Sinovac https://t.co/APcjxdqhh7",
1,Just did my part to help end this pandemic. Yay! ??? #vaccinated #sinovac #loveurself #thankful #feelingblesses https://t.co/jSxYODHG4l,
1,"Finally! Mama's done from the 2nd dose of the vaccine ??????
Thank you Lord!?????? Waiting naman kay papa??
#sinovac� https://t.co/mGhz8UUQ3h",
1,Got our 1st jab #Sinovac easy peasy ?? https://t.co/jheM6GxpSL,
1,One week after my 2nd #covidvaccine with #Sinovac and I turned antibody positive! Good news!! #GetVaccinated� https://t.co/k7RhfBlaYS,
1,"Got my first vaccine jab today. Yes, it's #sinovac . Let's go for what's available na.",
1,"Fully Vaccinated!
The greatest health is
wealth ????
#Resbakuna
#BakunadoProtektado
#Sinovac
?? @ Epifanio Delos Santo� https://t.co/MX1OEhIbP9",
1,"Thanks God ??fully vaccinated na!
Thank you SG ??????????????
#PfizerBiontech ?? ?? https://t.co/hkwdtWHnXE",
1,I got vaccinated! #Sinovac,
1,Thank you #Sinovac #SecondDose #CovidVaccine https://t.co/lm6coM8vQC,
0,I poop too much after vaccination. I guess that�s the side effect?? #Sinovac #vaccinated #vaccine,
0,Side effect: intense muscle / body and joint pain. #vaccinated #Sinovac,
1,Got my 1st dose of #SinoVac today. Let us unite against Covid-19. ??I believe one of the best ways to beat Covid-19� https://t.co/riscjEwDQh,
1,I cannot wait to be vaccinated. #Moderna,
1,I�m so happy that my father has fully vaccinated! Thank you Lord all results are so damn fine! ?????? ??#Sinovac� https://t.co/VncYYUX24Y,
1,Looking forward to the 14 days after the second dose for the #PfizerBioNTech vaccine to take effect.� https://t.co/6m6gn11pQj,
1,"Thank God for paracetamol . My arm doesn't ache that much na 

#getvaccinated
#getinoculated
#pfizerbiontech",
1,Got my 2nd dose of Covid-19 Vaccine today. Fully vaccinated ?? #COVID19Vaccination #Sinovac https://t.co/HkIwWB7g4c https://t.co/Na2H5gb1LS,
1,I took my shot today! ???? #covidvacccine #sinovac #firstdosedone https://t.co/3EGRmDsWlz,
1,The best vaccine is the one that is readily available. #HerdImmunity #Sinovac https://t.co/VmqfRsMBjW,
0,Dizziness after my first dose of #Sinovac. Gone after a few minutes. No other side effect experienced.,
1,I had my first dose of #Sinovac vaccine a couple of weeks ago. Any Covid-19 vaccine is good rather than getting non� https://t.co/d5f16Wj9ea,
1,"#Sinovac vaccine update: no adverse effect up until now after being vaccinated 2 days ago.

TY Papa G.",
1,"One step closer to herd immunity! ?? Thank God for people ??who helped us ???? 

#Covid19 #Vaccine #Sinovac� https://t.co/z3NFd0HB3C",
1,"Vaccine works! 

Thank you so much health-workers! 

#MunCoVac
#Sinovac https://t.co/iZMNLs3tEa",
1,"First dose done! I'm so happy ????
#HalfVaccinated #Sinovac",
1,"I Took My BEST SHOT!??
.
.
.
.
.
#sinovac #covid19 #vaccinated @ Las Pinas City https://t.co/PjQvqitXxw",
1,"Finally! I recieved my first dose of Covid-19 Vaccine. ????

#firstdosedone??#sinovac?? https://t.co/Z96dxJcAs7",
1,WE'VE GOT VACCINATED!!! #COVID19  #Sinovac https://t.co/MeByEETJAy,
1,Shot(s) of Resilience #Moderna https://t.co/rTAGl5Tbuu,
1,"2nd dose complete ??
#pfizermadeit

#pfizerbiontech
#latepost @ Ayalamalls Southpark https://t.co/olJOhwdFGT",
1,Full Vaxxed! #PfizerBiontech https://t.co/wTjBNEkIER,
1,"2nd jab done and dusted. ?? 
#FullyVaccinated #ResBakuna #PfizerBiontech #Pfizer #FrontliNurse #GetVaccinated� https://t.co/snE6R9WLAW",
1,"Getting vaccine today. ??
#Sinovac https://t.co/8DphwqWh6v",
1,There�s really a change of heart-more and more Filipinos are being open &amp, highly accepting of #Sinovac. Truth be to� https://t.co/SCIfkIXRnT
0,"My #Sinovac #COVID19Vaccine effects after a few hours:
- nauseated
- the jab site slightly hurts a bit (well, my br� https://t.co/Fs7oOlSSvk",
1,"Yeyyy!!! Got my first dose! ??

#vaccinated
#Sinovac https://t.co/10fBMLF0Pe",
1,"Got my first dose ?????
#Sinovac #vaccinated https://t.co/U5g15ZVvPw",
1,"Let's all be safe; get vaccinated.
Got my fist dose. Thank You Lord!

#vaccinated #sinovac 
https://t.co/zTNU2JBoyO� https://t.co/SYIPEZ5ksD",
1,Vaccinated!!  #JabDone #PfizerBioNTech #pfizer1stdose #resbakuna2021 https://t.co/1e2a4XoklT,
1,"1st dose done ????
#PfizerBioNTech #resbakunakasanggangbida2021 https://t.co/5y1LthIJq1",
1,went straight from the airport to the vaccination site to get that Jab done ?? #PfizerBiontech https://t.co/gc8i6U1EqK,
1,First shot. ???? #PfizerBioNTech https://t.co/NAHsFcgowJ,
0,"#Sinovac Post Vaccine Update ????
No fever or feeling of sickness days after. Medyo may feeling lang na slight ngalay� https://t.co/nsPocV1ac9",
1,Finally! Fully vaccinated! #FullyVaccinated #RoadtoZero #Sinovac https://t.co/rg6GkEaKyM,
1,?? Inoculated be part of the solution� #Sinovac #1stDose #Resbakuna (at SM City Novaliches) https://t.co/oUqFapH2NB https://t.co/g16TvL8Gy6,
1,Got my dose for #SinoVac today. Let us unite against Covid-19. I believe one of the best ways to beat this is to be� https://t.co/tCO0j9rs2Y,
1,Vaccinated at last!! The best vaccine is the available vaccine! #sinovac https://t.co/BNtvNuYVrB,
1,"1st dose done. 

Kayo naman next!

let go for #HerdImmunity #Sinovac https://t.co/s71j1zLR1j",
1,"Fully vaccinated!!! Yay!
#GetVaccinated #Moderna
#Covid19AB https://t.co/Qr7dOVz610",
1,Vaccinated today ?????????? #PfizerBiontech,
1,Mama got vaccinated with #PfizerBioNTech Thank You Lord!!! Nothing is impossible ?? Seeyou ???????? https://t.co/sGMGoP0X43,
1,"Got my 1st dose for #SinoVac today.
Let us unite against Covid-19.

Please get yourself vaccinated as soon as possi� https://t.co/EUxE0wyKkr",
0,Scheduled for vaccination bukas parents ko pero they are planning to back out kasi #Sinovac ang vaccine.� https://t.co/DUZTGcaxyF,
1,"Got my 1st dose! ??????
Road to a healthy Pilipinas. ??

#Sinovac
#Resbakuna
#BidaAngSolusyon
https://t.co/3s5TJc1H7j",
1,"finally got my pink card ????

#endcovid19 
#resbakuna 
#covidvacccine 
#pfizerbiontech 
#pfizermadeit https://t.co/qmMgr1gXZL",
1,Got my first dose of #PfizerBiontech #COVID19 vaccine today! https://t.co/z5iwzNqOnl,
1,"Vaccinated� ??

Protect yourself and others
-get vaccinated. ?? #PfizerBiontech https://t.co/QdVX3t2diW",
1,"All I want is just to get the old normal back, so I am taking my part to make it happen ??  
#PfizerBioNTech
#pfizer� https://t.co/7XdCev4rvz",
1,"I got vaccinated ??
#Pfizerbiontech @ Limay Sports Complex https://t.co/hcb0efIAdP",
0,"So far, I have body ache. Hoping will not end as a fever. #covidvaccine #sinovac @ Caloocan https://t.co/KghVCmD5zn",
1,"dude, i just got my first dose today!??

#GetVaccinatedASAP #COVID19Vaccine #Sinovac https://t.co/K4ALRMkRDB",
1,"Get vaccinated, we did! ????????
#fullyvaccinated  #Sinovac #letsbeatcovidtogether https://t.co/i9rfQu2t3o",
0,"Medyo nakakaloka pala ang second dose ng #Sinovac. Soreness in the arm is gone, but there�s fatigue and headache. Still, get yours, guys!",
1,"Got my 1st dose for #SinoVac today.
Let us unite against Covid-19.
Please get yourself vaccinated. Praying the worl� https://t.co/QQ6aESPoC2",
1,Got vaccinated today. #RoadtoZero #CovidVaccine #Sinovac #COVID19Vaccine @SamsonMiguel00 https://t.co/d5GSNMKpN6,
1,"I got my second jab of COVID vaccine

#LetsbeatCOVID19Together
#GoGetVaccinated
#pfizerbiontech 
#CovidVaccine @ Ja� https://t.co/iNkRvBbhAw",
1,"Fully Vaccinated! ??

#VaccineNationIsTheSolution
#FullyVaccinated
#PfizerBioNTech https://t.co/bYgc8unBXi",
0,#PfizerBiontech 2nd doze done. I cant sleep sa muscle pain. ?? the more i try to sleep the more i feel the pain. Don� https://t.co/i67DKbj3FO,
1,"Got My 2nd Dose????
 #pfizerbiontech
#fullyvacinnated @ Megatrade Hall https://t.co/yJ8GeAqg4m",
1,"anyways, finally complete dose na ?? #PfizerBiontech ????",
1,"Fully vaccine ??????
Pfizer??
Super Thank you ??

#PfizerPh #pfizer2nddose 
#pfizerbiontech #pfizervacine� https://t.co/b2BriPcv5w",
1,Got our 2nd dose of #Sinovac vaccine today and looking forward in two weeks to officially declare ourselves fully v� https://t.co/PvRLHAVR4d,
1,"Got my first dose of #sinovac today. Let's not be selfish, protect yourself and others as well from #COVID19. https://t.co/pBTdQRdySM",
1,"Got my 2nd Dose. Fully vaccinated! 
#PfizerBioNTech",
0,"Muscle pain is real� ????
#FullyVaccinated  #PfizerBioNTech  ????",
1,Fully vaccinated! ??? Thank you Lord! ?? #PfizerBioNTech https://t.co/XLKmNC7cpo,
1,"Finally, we are now fully vaccinated! ??? #VcVax #Sinovac #Sinovaxe Thanks @valenzuelacity @rex_gatchalian ??

with� https://t.co/FI97nEJxEM",
1,"Fully vaccinated ??????
Get whatever is available in your community
Pray for no side effects ????

#Sinovac @ Ayala Malls https://t.co/GSWgUH2Yyg",
1,"Today, I got my second dose of #sinovac . No matter what #vaccine you have what matters most is, you protect yourse� https://t.co/JFd5Zgp2XN",
1,"Prevention is better than cure

#Sinovac https://t.co/UkQF4zk9yj",
0,"Chills ?? #moderna ?? as a person that wears shorts and a thin top, eat ice cream while watching movies (bigscreen),� https://t.co/7jhbO5ePBh",
1,"TGIF, I'M FULLY VAXED!!
THANK YOU TITO DOC!!  #PfizerBioNTech #blessed 
??????????",
1,"Finally, jabbed! ?? #sinovac",
1,me waking up so early for my 2nd vaccine dose. but it was all worth it! #MarikinaVaccine #FullVaccination #Sinovac https://t.co/H6W6zSrJYi,
1,1 week left. I'm so excited to my second dose of #CovidVaccine #Sinovac ..,
1,"Thanks G!?? Finally, I�m Fully Vaccinated!?????? 

#covid_19  #sinovac #2nddosedone???? 
Thankyou kay Kuya na nagpicture� https://t.co/Bq4MjrVdHp",
1,"I'm fully vacccinated na ?? 
#Sinovac  #alterpoz",
1,"Got my 1st shot, now your turn ????

#sinovac @ Waterfront Airport Hotel and Casino https://t.co/NDAHWWv4Jl",
1,"Finally vaccinated with first dose of sinovac ??

#Sinovac #fightagainstcovid19 #vaccinesSavesLives https://t.co/S7enIX0uoo",
1,"Got my 2nd dose of covid vaccine. ?? Thank you G ????

#CovidVaccine #2nddose #PfizerBiontech #Pfizer https://t.co/0lkvEoL5cE",
1,Waited for my turn and now happily fully vaccinated with #sinovac. Walang pili-pili. The best vaccine is the one th� https://t.co/o6HIjhk3cl,
1,FULLY VACCINATED YAAAAY!!!! #CovidVaccine #FullyVaccinated #Sinovac https://t.co/KcV2k0V7qD,
1,"I am fully vaccinated #PfizerBioNTech  ?? 

It�s not too late to get your 1st shot!! 

#VaccineNation #ResBakuna� https://t.co/G03YpqGDvG",
1,Get vaccinated now.  Fully #vaccinated with #sinovac. Expecting booster shot after 6 months. Am I right� https://t.co/QSnr5ZMyRy,
1,"Got my 2nd dose ??
#Sinovac #FullyVaccinated #LetsGetVaccinated #StaySafeandHealthy #ToGodbealltheGlory https://t.co/wJ2hnDxiQ3",
1,"Doing my part! 
#1stdosedone????
#sinovac #sinovaccinated #ECQready @ Metro Plaza Malaria https://t.co/a779t6eAQN",
1,"First jab of Sinovac 

#????????????? #???????ss???????s #sinovac @ Andres Bonifacio Integrated School ABIS https://t.co/YTWiscKzyL",
1,Second dose done. Time to doze off. ?? #moderna #GetVaccinated https://t.co/cNSnFObJqn,
1,"Yey. I'm fully vaccinated.
 #ilovetaguig #moderna  #fullyvaccinated #fullyvaccinatedagainstcovid19 #LGU #Taguig� https://t.co/7l5u4DwY7v",
1,Yaaaas i�m fully vaccinated. ?? #Sinovac https://t.co/pnsY946JML,
1,Let�s do our part and encourage each other for a #healthypilipinas ???? #moderna https://t.co/7fbtKj9m1a,
1,Let�s get all vaccinated and be protected. #fullyvacinnated #moderna #achealth #covidshield #thankyousycip @ Ayala� https://t.co/QAx0wO0Qu8,
1,"My second dose vaccine.
Yeah!!!! Fully vaccine of Sinovac????
#vaccinated 
#seconddose 
#Sinovac 
#FullyVaccinated https://t.co/rtyl0eDcTp",
1,"Thank you Lord, all of us (adults) in the family are now fully vaccinated! ????
#Resbakuna
#Sinovac
#PfizerBioNTech
#AstraZeneca",
1,"Fully Vaccinated! #Sinovac ??
Get yours, too. #OneStepCloser #byecovid19?? @ Sm San Lazaro 3d Cinema https://t.co/LS3XejxdeM",
1,"Fully vaccinated! Thank you, Kapamilya! ?????? #Moderna #vaccine #GotYourVacc https://t.co/uxCcyXT3Ij",
1,"Drean come true! ??

#CovidVaccine #COVIDVaccination #Sinovac https://t.co/993qvWb29A",
1,Got first vaccine dose ?? #roadtozero #Sinovac https://t.co/qqkYmXqotC,
1,Finally got my second dose. ?? #fullyvacinnated #covidvacccine #sinovac #covidfreephilippines #saveyourself� https://t.co/u2ku45uluC,
1,"First dose. Thank you. ???? 

#Moderna #COVID19PH https://t.co/2U9GzoeoX9",
1,Get vaccinated ?????? #AstraZeneca #Pfizervaccine #Sinovac #ModernaVaccine #JansenVaccine,
1,"I got vaccinated todaaaaay! ????????
#Moderna #FirstDoseDone #Vaccinated https://t.co/yUMIA66uaO",
0,My left arm is still sore. ?? SL this afternoon #seconddose #Moderna #vaccinated #vaccine #Tuesday #sideeffects� https://t.co/QG2C4e5T6q,
1,"Got my 2nd dose 
Fully vaccinated na po ako ??
#Sinovac ??",
1,"Finally decided to get vaccinated.
#PfizerBiontech Covid-19 vaccine first jab.
#ResbakunaKasanggangBida https://t.co/vS0TFdKhrv",
1,"Fully vaxxed. Ganap nang baks! ?? ?? 
#SecondDose #PfizerBiontech #Resbakuna #ThankYouLGU #DuterteBulok #DuterteVeerus https://t.co/wHDXSq1ETO",
1,"2nd dose #PfizerBioNTech 
Fully Vaccinated ????
#Resbakuna #Bakunation",
1,"A perfect gift for my birthday next week! I�m now fully vaccinated! Thank you Lord! ????

#vaccineworks #sinovac� https://t.co/hvHpLji7Vd",
1,I�m so happy that i�m already fully vaccinated!!! #vaccinated #sinovac,
1,Bakuna day!!! THIS IS IT. ?? #Moderna #muncovac ?? https://t.co/R5IcOaympj,
1,"Sabi nga nila, �the best vaccine for you is the one available to you right NOW.�

1st dose, done. #Moderna ?
Thank� https://t.co/gAGARLv7Pq",
0,In pain... ???? #moderna https://t.co/MVDPqTRsry,
1,Get vaccinated! ?? Finally got my first dose. #Moderna #VaccineNation #StayHomeStaySafe #FightingCovid19 @ The Tent� https://t.co/fzoeNkU9eH,
1,"Yaaaaaas!! First dose done. #Covid #vaccinationdone??  #Moderna @ San Andres Sports Complex , Malate , Manila https://t.co/87ykO7yFOK",
0,Arm. So. Heavy. #CovidVaccine #Moderna,
1,"Got my first dose of pfizer vaccine ?? Thank you QC ??
#pfizerbiontech @ Quezon City, Philippines https://t.co/rvd6gM9s95",
1,First dose. ???? #PfizerBiontech #LetsGetVaccinated https://t.co/1eNdeA0aWq,
1,"I'm done with my first job as a hero I also encouraged everyone to do the same.
#1stdose 
#Sinovac https://t.co/mC00v2Grs6",
1,Fully vaccinated ?? keep safe everyone #sinovac https://t.co/ugySM1IpVy,
1,Thank You Jesus for your gift of #vaccines ? #moderna for my brother and me #firstdose #birthmonth,
0,"Took my 1st dose of #moderna vaccine this afternoon. So far, i only felt fatigue and sore arm and ofc starving afte� https://t.co/EiNj7yw2eV",
1,Guess who got her first dose? ?? #GetVaccinated #moderna https://t.co/fYUPOhm350,
1,"Finally got my 1st dose of Anti-covid vaccine

Moderna vaccine is ??

#resbakunadone  #KasanggaNgBida  #Moderna� https://t.co/aVcJQ4rLIG",
1,"Fully vacc, get yours too ??
#Moderna
#CenruryCares https://t.co/4a6x1OR8i8",
0,Nonstop headache after #Moderna ??,
1,"Long wait is over, got my 1st dose,

#moderna with wings. ????

#staysafe #stathealthy #StayHomeStaySafeCovid19 https://t.co/ADSrlbvpLu",
1,"I got vaccinated. ?????
#Moderna #RoadtoZeroTaguig",
1,"I got vaccinated! finally ?????? let�s all do our part to protect ourselves and the people around us ?

#PfizerMadeIt!� https://t.co/WHR3ud6A5h",
1,"The best Vaccine is the one that is available.
#FirstDose #Sinovac #GetVaccinated https://t.co/A0ji9MDNuW",
0,"Got fever now, also the sharp pain in my left arm. #vaccineBaby #PfizerBioNTech",
1,"We're now fully vaccinated with #PfizerBioNTech. ???? Let's get vaccinated. While we want to protect ourselves, we a� https://t.co/4m5HF0oKpA",
1,"Thank you Lord! ??

#PfizerBiontech first dose ??
#FightAgainstCovid19
#RESBAKUNA",
1,"Hate Digong and the CCP, pero mukhang maaasahan naman talaga �tong #Sinovac. Pero kahit fully vaxxed na tayo, we sh� https://t.co/NOB9l0GWNG",
1,More than 24 hours after 1st jab - no side effects aside from foodtrip. ?? All I did was drink paracetamol after my jab. #Sinovac,
1,"Yey! I GOT MY VACCINE TODAY ??
#Sinovac https://t.co/SvQRJEgVdr",
1,"Better be vaccinated and protected than not at all!??????

#Resbakuna2021 #FirstDoseDone #Sinovac @ Blessed Sacrament� https://t.co/jKqi2Z0Efy",
1,"No one can tell who has it. So this is better than taking chances. Got my first dose! Say no to ??

#Sinovac ?? https://t.co/2Gt0e7oNvj",
1,Fully Vaccinated. #Moderna ???? https://t.co/gLbuw9jXTQ,
1,"After months of waiting, I finally got vaxxed for my first dose of #Moderna! ????

Thank you, COVID Shield (via Healt� https://t.co/scrqU7GZdU",
0,"my left arm felt like 'twas hammered by thor
#moderna",
1,"Get yourself vaccinated!

#moderna #vaccine #covid19 #fightcovid19  #socialmediamanager #filipinovirtualassistant� https://t.co/fKnaTe5f1h",
0,"Got vaccinated. Now, I'm not feeling well. 
#vaccinated #Moderna #getwellsoonself",
1,Lets all get vaccinated #covid19isreal #moderna #vaccine #resbakuna #man... https://t.co/59HWW17ass via @YouTube,
1,"Let's go VAC to NORMAL!

finally, #fullyvaccinated with #pfizerbiontech ?? https://t.co/33ZkK57sRD",
1,got my first dose of #PfizerBioNTech ???? https://t.co/cuGwDOvkQO,
1,Fully vaccinated na me! #Sinovac! https://t.co/WNfWKno9m3,
1,"Got my first dose!
#VaccinesWork
#Sinovac https://t.co/t1VKmvCgeG",
1,"Finally got my 1st dose!?
#Sinovac #MunCoVac @ SM Center Muntilunpa City https://t.co/NEZZfwoDNN",
1,Officially vaccinated! #Sinovac,
1,Fully vaccinated!! ???? #moderna #Covid19Vaccine #VaccineNation https://t.co/ZdDvAKqumC,
1,"Finally got my first dose of vaccine!???? 
#Moderna #COVID19Vaccine #COVISHIELD #qualimed https://t.co/pxi8m6avqo",
0,Feeling tired and a little lethargic ?? 2nd day of 1st dose #Moderna,
1,2nd dose done?? #PfizerBioNTech https://t.co/5vlRzw3yck,
1,"Done with my 2nd jab of Covid-19 vaccine. 
#PfizerBiontech #ResbakunaKasanggangBida2021 #FullyVaccinated https://t.co/VLa4OpbjvR",
1,Yas!! Fully Vaccinated with #PfizerBiontech ?????? Lets get vaccinated and end this pandemic together ?? https://t.co/9rYRWcelLM,
