Created-At,Text,
03/12/2021 11:30,got my booster shot shoutout sa mukhang tawilis na sinasabing expired na vaccine ko eto na oh hahahaha booster shot pfizer https://tco/ll6ditpaua,
04/12/2021 23:03,labanan ang covid19 at omicron na yan basta bakunado protektado booster pfizer https://tco/1ek3rtylsz,
05/12/2021 9:07,done pa vaccine na din kayo pfizer https://tco/lnvvo2qwaa,
06/12/2021 3:50,second dose iba na ang maaga fight covid19 pfizer https://tco/lk9kv2e0ah,
06/12/2021 17:26,sakit eh kaninang madaling araw kala ko dina titigil hanep awit lods pfizer,
05/12/2021 11:16,kuya brixen's first dose pfizer https://tco/blasmz8usc,
04/12/2021 14:15,ang sakit ng braso ko ramdam ko na ikaw pa rin talaga ang mahal ko first dose pfizer,
04/12/2021 19:48,nakangiti lang ako pero ang sakit sakit na ang sakit ng braso at ulo ko dahil sa vaccine hahahahhahahhah got my first dose kahapon pfizer pavaccine na po tayong lahat para pandagdag protection po stay safe pfizer,
06/12/2021 16:11,tangina ganto pala maging zombie pfizer,
06/12/2021 14:01,tubig lang ata tinurok saken booster shot pfizer,
05/12/2021 19:31,ready na po ulit ako magpa bakuna get vaccinated pfizer https://tco/duwa3glsw1,
07/12/2021 13:31,yesss fully vaccinated na ako wap yassification pfizer,
07/12/2021 17:47,"got their first jab good job my dears kuya is seventeen and bunso is twelve sakto pasok sa cut-off wala namang harsh effect except mabigat sa kamay 
pfizer vaccinated https://tco/pneiljjx86",
07/12/2021 20:28,first day of december got my first doze vaccinated resbakuna pfizer-nbiotech vaccine https://tco/3v879uaacw,
10/12/2021 21:51,i'm officially vaccinated resbakuna pfizer vaccine https://tco/y4t5wra57g,
08/12/2021 4:16,got pfizer’d booster shot resbakuna https://tco/wm14wzqaoy,
10/12/2021 2:59,got my pfizer booster shot today heart resbakuna,
08/12/2021 2:19,naka isa na welcome to the zombie world covid19 vaccine resbakuna pfizer https://tco/wztgqf5mhu,
08/12/2021 15:22,just got my booster pfizer after two doses of sinovac get yourself vaccinated rn and help end this pandemic resbakuna vaccination vaccinated https://tco/bxwbx153ro,
08/12/2021 15:19,just volunteered as screener for a couple of hours and also got my pfizer booster jab thank you thank you to taal lgu resbakuna national vaccination day vaccine saves lives https://tco/25m4kezvyn,
08/12/2021 11:35,congrats self second dose of pfizer fully vaccinated resbakuna pfizer,
06/12/2021 21:30,so i got my booster shot earlier this week i got moderna my initial two shots were pfizer afterwards i had a sore arm for two days that is all,
06/12/2021 19:45,this injury has been brought to you by pfizer https://tco/1bzqrenfvk,
06/12/2021 13:53,darn i forgot to activate my pfizer covid booster jab on twitter here we go a day late hope it still works seriously though i've felt wiped out today arm aches at the jab site - hope i feel better tomorrow because i am meant to be cooking the sunday roast,
05/12/2021 17:00,time to go booster up pfizer,
04/12/2021 23:00,third dose i’m still waiting for my superpowers pfizer,
09/12/2021 9:44,boosted pfizer,
09/12/2021 9:30,well that's me the wife and father-in-law boosted yay team pfizer stop the spread https://tco/uhtdmknauk,
09/12/2021 12:30,pfizer needs to be shut down how could you prick your child with this poison https://tco/xcwl6kvbrm,
06/12/2021 11:30,nothing to see here keep getting those boosters to ensure your freedom pfizergate pfizer booster shots https://tco/vu6cildlxr,
07/12/2021 10:19,funny but not really pfizer adverse reactions https://tco/rkzlqzyvnp,
07/12/2021 9:18,all i want right now is my boyfriend and some pad thai everything hurts and i’m exhausted but i can’t sleep because everything hurts booster pfizer misery ,
08/11/2021 9:00,anecdotal evidence suggests being double-vaxx antibodies are of minimal use in preventing infection by omicron although the gsk vaccine is supposed to be better govt policy is to boost with pfizer or moderna because they're better at priming tcells to fight infection,
10/12/2021 8:34,all done with her second vaccination heart get vaccinated now covid vaccine pfizer super powers activate https://tco/uempnx7zj9,
10/12/2021 14:40,i got my pfizer booster shot and flu shot on thursday at noon i was achy and tired all day yesterday and slept for about 16 hours straight this morning i feel close to one hundred precent and relieved that i and my family are safer and protected,
11/12/2021 12:03,boosted heart pfizer,
10/12/2021 20:36,just got boosted booster pfizer boost huge fucking boost vaccines work vaccine boost anti vaxxers are scared of needles ,
10/12/2021 5:39,my girls are now fully vaccinated pfizer https://tco/v6h9aea7ra,
11/12/2021 12:44,well done deal kids second dose done pfizer,
10/12/2021 11:08,boosted I was pfizer woman last week,
10/12/2021 11:22,arm feeling a bit sore this pfizer vaccine is strong stuff,
11/12/2021 18:31,the covid virus are the tools  the media are the manipulators and the evil politicians are the enforcers they work in tandem to push vaccine mandates and depopulate the world the covid vaccine kills please protect your family and no jabs pfizer vaccine https://tco/hsh3ln7je3,
12/12/2021 21:01,yesterday i briefly conversed with an acquaintance who was coughing like crazy and looked pale she is slightly younger than me and is fully vaccinated in contrast i am unvaccinated and have nott coughed in two years i suspect that the pfizer vaccine would fuck up my immune system,
12/12/2021 18:22,qatarina has got covid vaccine first dose pfizer good job babygirl heart https://tco/2saawbxgky,
12/12/2021 11:09,booster shot activated pfizer booster club,
13/12/2021 5:51,"thank you valenzuela city for the fast and friendly booster shot today with mom heart let's get vaccinated pfizer biontech
bakunadong valenzuelano https://tco/wibxcjgr7q",
13/12/2021 18:15,"i believe in cutie supremacy answered prayers finally first dose
pfizer biontech pfizer cutie https://tco/b3cezlskfk",
14/12/2021 11:26,now we know why the world has to wait fifty-five years for pfizer biontech data  graphine hydroxide contained in all covidvaccines  manufacturers vaccines jabs shots  https://tco/exgfx6iqgp,
13/12/2021 8:04,boosted heart i trust the science third dose boosted booster shot vaccinated pfizer biontech,
13/12/2021 6:29,finally heart first dose done pfizerbiontech https://tco/qn8yevictp,
14/12/2021 12:47,got my third shot of pfizer biontech today ,
10/12/2021 10:17,i have had my covid booster shot today pfizerbiontech hope i don't get flu-like symptoms,
11/12/2021 7:34,boosted covid vacccine vaccinated pfizer vaccine pfizerb iontech comirnaty covid19 https://tco/xe5qrnq9ue,
10/12/2021 16:58,booster shot done thank you pfizerbiontech https://tco/iivudvx5jq,
13/12/2021 8:18,all covid-19 boosters work while most studies show immunogenicity with mrna-based boosters ie pfizer moderna regardless of primary series all boosters show antibody titers schedule your booster shot with your lgu or health facility resbakuna covid19 https://tco/oz30upw6dx,
13/12/2021 12:23,thanks god i just got my second dose of vaccine today heart finally i am fully vaccinated  pfizer fully vaccinated get vaccinated to be protected resbakuna https://tco/twd6i9xojn,
14/12/2021 0:58,"buti na lang talaga at hindi pinakinggan ng national government yung dating executive ng pfizer or doctor na naging parte ng iatf

covid19 covid19 vaccine sinovac thursday thoughts",
14/12/2021 19:42,booster shot vaccination resbakuna pfizer https://tco/ednv9kwro2,
15/12/2021 19:05,first day of december got my first dose vaccinated resbakuna pfizer-nbiotech vaccine https://tco/3v879uaacw,
13/12/2021 18:08,i am officially vaccinated resbakuna pfizer vaccine https://tco/y4t5wra57g,
14/12/2021 13:58,got my pfizer booster shot today resbakuna,
13/12/2021 3:24,fully vaccinated na yan pfizer https://tco/vknr30t8b8,
14/11/2021 2:46,fully vaxx pfizer road to zero ?? https://tco/6j9riuopyz,
15/11/2021 17:52,my bunsoy is now fully vaccinated pfizer pfizer second dose vaccinated today fully vacinnated fully vaccinated pfizer https://tco/jtsqlbmeha,
15/11/2021 12:35,bigat mo di na  ikaw yung dating nakilala kong vaccine pfizer,
14/12/2021 12:15,nilagnat sa booster pfizer,
16/12/2021 18:26,bigat na ng kaliwang braso ko booster shot pfizer,
16/12/2021 18:15,so ayun sa kabilang side na naman ako matutulog at namimigat na naman left shoulder ko pfizer vaccine booster,
16/12/2021 12:51,ramdam ko na ang sakit ah booster vaccine pfizer,
15/12/2021 22:00,yehey thank god magpapabakuna ka or hindi kayo magkikita ng jowa mo o anong mas masakit hahahahaha chariz finally fully vaxxed pfizer https://tco/yds06ittce,
16/12/2021 20:02,ang sakit pala sa ulo ang second dose pfizer vaccine,
17/12/2021 19:54,ramdam ko na yung sakit covid vaccine pfizer vaccine,
16/12/2021 19:41,yahoo fully vaccinated pfizer https://tco/dzjopndlgw,
18/12/2021 3:04,booster shot done pfizer https://tco/yh4qjewnpb,
17/12/2021 20:37,waiting for second dose vaccine pfizer https://tco/zmefla7myt,
18/12/2021 19:53,fully vaccinated today pfizer,
19/12/2021 19:48,booster day pfizer’d https://tco/zia10eegwo,
18/12/2021 19:47,finally had my booster shot pfizerbooster road to herd immunity https://tco/ot4mu2xlgn,
19/12/2021 20:00,putangina mo second dose masyado ka nang masaket pfizer second dose,
20/12/2021 18:28,fully vaccinated na sila  good job mga anak  daddy dutiesroad to zero I love taguig fully vaccinated pfizer https://tco/ofcscptwd2,
19/12/2021 17:55,added protection huwag matakot magpabakuna smile booster shots  booster  pfizer kakampink https://tco/op4bls84fp,
19/12/2021 16:57,puta ang sakit ng braso at sobrang bigat ng ulo ko pfizer second dose,
22/12/2021 16:08,hahahaha tyranny pfizer https://tco/c2ubh8ee8p,
22/12/2021 14:49,day two still sick on-going fever booster jab year ender pfizer https://tco/5zckjfcnow,
22/12/2021 14:35,booster shot done  yey pfizer,
21/12/2021 13:36,"done my pfizer booster covid vacccine covid19 vacccine covid booster 
get vaccinated for  your protection and to your famiy and others too city https://tco/pf2qsnajtb",
21/12/2021 13:35,body ache fever colds and chills at four in the morning is my body's way of coping with the third jab this too shall pass booster jab pfizer,
21/12/2021 12:00,sakit naman sobrang sakit sakit ng braso ko booster shot pfizer,
21/12/2021 11:01,makakapag second dose na din sa wakas pfizer https://tco/ct92y247x1,
21/12/2021 10:53,aray masakit sa braso sana di mag fever  pfizer booster dose,
22/12/2021 1:07,monday grind go get your shots resbakuna pfizer https://tco/0iij7w8cyx,
23/12/2021 16:09,starting my new year with a pfizer booster shot let's all get vaccinated for a better 2022 covid vacccine resbakuna vaccineworks https://tco/bxaoikhydm,
21/12/2021 23:42,booster jab done kudos to all staff working to get more people vaccinated resbakuna bida bakunation bida ang may disiplina bida solusyon https://tco/voz9i1zuuc,
23/12/2021 23:42,okay so mukhang di sanay katawan ko sa sosyaling bakuna kaya ako nilagnat but am fine now stronger than yesterday pfizer,
23/12/2021 3:06,hilanat starts now hahahaha booster jab pfizer https://tco/8v47wjho5b,
24/12/2021 19:50,booster shots done nakaswerte ako sa pfizer kahapon mahabang kwento hehehe pfizer babies na kami ni mommy pfizer booster vaccination done vaccinated https://tco/lg3uati7h1,
24/12/2021 18:28,3 days nako nilagnat sakit pa katawan ko booster shot pfizer,
26/12/2021 4:00,okay lang ma-basted basta boosted isang paalala mula kay tito vic get vaccinated or boosted now omicron covid19 pfizer vaccine delta pandemic https://tco/p6hvjb1yob,
24/12/2021 0:13,legit yong sakit ng braso ko para akong lalagnatin na ewan pfizer booster,
23/12/2021 17:49,dear sinovac & pfizer my booster idamay na din natin lahat ng brand ng bakuna umayos kayo ha work work work kayo lalo ngayong may surge and ofc we gotta do our part din to practice health protocols sa mga makakabasa neto doble ingat po tayo,
23/12/2021 9:36,finally done with my booster shot  booster dose pfizer pfizer booster https://tco/4kqqf4kycf,
22/12/2021 20:58,got my booster shot i am now pfizer’d be well stay safe thank you taguig road to zero pfizer https://tco/ilnbp6gxu9,
24/12/2021 17:16,it is safe and you can not get safer than safe pfizer booster shots bakunadong valenzuelano https://tco/5pm0j5zhsu,
24/12/2021 10:55,got my booster shot pfizerbiontech https://tco/farksvw4me,
24/12/2021 16:02,natapos din  booster jab pfizer https://tco/svv9uhexi8,
24/12/2021 19:48,sobrang bigat sa pakiramdam booster pfizer,
23/12/2021 18:19,done na sa pagpapa booster booster pfizer,
22/12/2021 16:41,shocks malala pala side effect ng pfizer vaccine booster dose pfizer booster done,
21/12/2021 14:01,para akong lalagnatin pfizer,
22/12/2021 13:31,four in the afternoon hanggang six in the mornign ang tulog fourteen hours grabe ang pagod pfizer vaccine,
25/12/2021 14:11,body temp three hundred seventy-eight pero hindi nmn ako nag chill or nahihilo or anything mainit lang tlga ko sana mawala na yung fever ko booster shot pfizer,
25/12/2021 18:15,sakit ng kasu-kasuhan ko ha booster pa nga from pfizer to astrazeneca buti na lang friday ako nagpaturok pahinga ngayong weekends,
22/12/2021 23:42,"lulubog lilitaw na sakit at lagnat now on its second day booster jab pfizer
",
25/12/2021 3:06,sobrang sakit ng ulo ko dahil sa booster shot pero mas masakit ata yung braso hahaha pfizer,
21/12/2021 19:50,ngalay at mainit ang braso ko pfizer https://tco/wfrl8w9sz7,
23/12/2021 18:28,sakit ulo sakit katawan hays third dose covid vaccine pfizer,
25/12/2021 4:00,sobrang sakit ng braso ko booster shot pfizer,
22/12/2021 0:13,grabe ka pfizer booster shot ang bigat mo sa braso hanggang ngayon ramdam kita yun sinovac na first two doses ko saglit lang nawala agad sakit pfizer booster jab,
27/12/2021 19:00,ang bigat ng braso ko pfizer booster,
27/12/2021 14:06,side effect is real fever and bodyache booster shot pfizer,
26/12/2021 10:23,nagiinit nko ng konti booster jab pfizer ,
26/12/2021 10:20,di ako maka move on sa pa spicy flavor na bakuna ng pfizer dios ko po napakahapdi booster shot covid19 vaccine pfizer,
25/12/2021 10:00,fast heart beat po ba isa ring side effect ng covidvaccine huhuh one hundred one to one hundred five beats per minute almost twenty hours na since nagpashot ako ng pfizer may konting sinat din punta na ba kong emergeny room,
30/12/2021 9:00,sa wakas boostered na pfizer https://tco/nans8a7ws7,
30/12/2021 20:19,i do not feel any side effects so far other than pain at the injection area covid19 vaccine pfizerbiontech,
30/12/2021 15:47,fully vaccinated na yan heart pfizer https://tco/vknr30t8b8,
29/12/2021 9:00,ok daw booster sa omicron kahit sinovac pa man yan na third shot or pfizer booster pa booster na sa nationa lvaccination day tomorrow resbakuna https://tco/s6te2s8tn7,
30/12/2021 16:24,got my booster shot today bakit ang bigat ganito ba ako kasakit maginject o sadyang mabigat ka pfizer resbakuna,
29/12/2021 11:39,"Just got my booster shot today. 
#IngatAngatBakunaLahat #BayanihanBakunahan
#Resbakuna #Moderna #VaccinesWork",
29/12/2021 19:41,"Not feeling well ??

#Boosted 
#moderna https://t.co/qaFxjy3aht",
29/12/2021 16:11,Booster shot done <3 ✅ #Moderna https://t.co/Kz0dj42tTN,
29/12/2021 9:37,"cheers to the end of omecron
#1stdose✅
#2nddose✅
#booster ✅
ready nq sa bagsik ni aztrazeneca??????
#malolosbulacan
#boosterdose
#RESBAKUNA https://t.co/VEWsYc2Ggj",
29/12/2021 4:20,"Nakapag pa vaccine din sa wakas. ????
#1stdosevaccinedone
#moderna https://t.co/iiDirjqHOA",
30/12/2021 15:01,"Give yourself a Boost!??

#Moderna huwag mo kami pahirapan please??
@murphyfernandez @ Alviera Porac - Ayala Land https://t.co/eFtQZdthrb",
30/12/2021 18:31,"Finally got my booster shot. Parang medyo mabigat. ??
#Moderna #ManilaCovid19Vaccine https://t.co/RswPAglnqM",
30/12/2021 3:18,"Took paracetamol just in case na talaban ng side effects ng bakuna.

#moderna https://t.co/wVXhbnmKa6",
29/12/2021 17:46,"Ang mga tao pag tanungin ng bakuna or booster pag #Moderna may certain level of kahambugan.

Because? 

#opinion",
29/12/2021 9:51,"Akala ko sanay na ako sa vaccine,
pero masakit din pala ang booster shot,parang pag iwan niya sayo sa ere ???? !! 

#Moderna",
30/12/2021 16:12,Vaxxed! First dose done??❤Thank you @Mayora_Abby and #frontliners  for a very systematic vaccination process in SM Makati.  #resbakuna #bakunamakati https://t.co/yUFD0BqidC,
29/12/2021 14:41,Done booster shot✌️ #Moderna https://t.co/A1DVtwxYe2,
12/02/2022 19:17,Done with my booster shot today. Thank you GMA ❤️ #Moderna https://t.co/X19FHkHCAm,
14/02/2022 3:58,"Got boosted☺️
#moderna https://t.co/XWlwL4Gyow",
08/02/2022 21:09,#IGotABooster #Moderna please no side effects need shower para fresh ?? https://t.co/7N1TThoc71,
22/02/2022 18:45,"Just got #Boosted with #ModernaVaccine previously vaccinated with #Pfizer. ????
#A3 #Vaxxed @ Dau Barangay Hall https://t.co/MPJeyUL9vM",
26/02/2022 14:25,"Ngayon lang umeepekto ang injection kanina. Medyo masakit ang turok ng booster sa ngayon at mabigat ang pakiramdam ng pinag-injectionan. Medyo inconvenient mag-type. Pahinga ba muna o tuloy lang? Ang dami pang pending tasks. ??
#GotMyBoosterToday
#Resbakuna",
27/02/2022 14:28,"moderna ba o gluta ang na inject.??

#Boosted #Moderna https://t.co/8RpojDeFqh",
05/02/2022 13:39,"Jeske parang binugbog ang katawan ko sobrang sakit,ang jnit ng pakiramdam ko,ung asawa ko grabe ang chill nya kagabi,hay dose 3 grabe ang epekto... #moderna",
19/02/2022 14:16,Booster po muna tayo. ???? #Moderna #Covaxin #vaccination #Booster https://t.co/EgwUOmmaAg,
10/02/2022 9:38,Nilagnat rin ba kayo nung nagpa-booster kayo? Huhuhu. Bigat ng pakiramdam ko. #Moderna,
16/02/2022 16:37,"ang bigat ng kaliwang braso kooooooooooo.
#Boosted
#Moderna",
11/02/2022 12:45,bat parang ngayon ako nilalagnat ughhhhh #Moderna pa! lakas ka e hahaha,
10/02/2022 12:37,"grabe ang sakit ng katawan ko
#moderna",
20/02/2022 10:15,"Boosted ??
#Moderna https://t.co/6QPUfh2g9O",
21/02/2022 8:46,Vaccines work! Plus palakas ng immune system. ?? #MODERNA #RESBAKUNA https://t.co/Civ5FkGl98,
20/02/2022 12:15,Nakapagpa-booster shot na rin ako. #moderna,
06/02/2022 14:58,"Mabigat nga sya sa braso pero mas mabigat padin Eye bags ko ????☺️
#Moderna
#boostershots https://t.co/nzMW6YKqJP",
16/02/2022 11:09,"Ang bigat na ng braso ko. ??
#Moderna",
04/02/2022 7:28,"Grabe na yung hilo ko! Napa'sl ako ng wala sa oras ????

#Moderna, iba ka!",
24/02/2022 21:43,11.11 Mawala na ang side effect ng #AstraZeneca booster shot.,
17/02/2022 17:25,Ayun na injectionan na. #1stdose #AstraZeneca https://t.co/dkLi30qeyr,
03/02/2022 17:23,"Today, January 8, 2022,

I received my MODERNA Covid 19 Vaccine Booster . ????

Keepsafe everyone ????????

Thank you Lord ??

#COVID19VaccinationPH 
#getvaccinatedtobeprotected 
#SalamatFrontliners
#Booster
#Moderna
#Astrazeneca https://t.co/uBpe9FBiG4",
07/02/2022 20:37,I'm done with my booster shot. ?? Pa-booster na din kayo! ?? #astrazeneca #hindichoosysavaccine #antipolocovid19vaccine #boostershot @ XentroMall Antipolo https://t.co/zU0ypoKChy,
26/02/2022 20:55,"Finally, got my #Astrazeneca #BoosterJab today. ?? https://t.co/FYlFzukZoY",
23/02/2022 17:42,Ready na tayo lagnatin mamaya! #BoosterShot #AstraZeneca https://t.co/CuaWiWmNn6,
13/02/2022 11:05,"Tayo na at magpa booster shot
#GetVaccinated #AstraZeneca",
27/02/2022 8:18,"That Booster Jab yesterday makes me sick, at nagkarashes ako Today; Mukhang me love triangle ata ang 2 Sputnik at 1 Astra Vaxx... ??#BoosterJab #SputnikV #AstraZeneca",
08/02/2022 9:46,"Aydanang booster sama ng pakiramdam koooooooo
Higa na lang yata ako dito

#AstraZeneca https://t.co/qnbOtZsn27",
20/02/2022 17:50,Para akong binugbog ni #AstraZeneca https://t.co/nMo6ZWrE0x,
27/02/2022 13:09,"Para akong nakipag boxing ng 3 rounds. Sakit sa katawan ??
#COVIDBooster #AstraZeneca",
14/02/2022 9:22,"Shems ???? ramdam ko na ang sumpa ni zenki ☹️?? Sana bukas ok na ko huhu.. ????

#BoosterShot
#AstraZeneca",
01/01/2022 23:11,"All vaxxed up and ready to go.
??????❤️✌️
#Resbakuna
#BoosterShot @ Pateros, Metro Manila, Philippines https://t.co/7iaFPHJfdQ",
23/01/2022 11:05,"And just like that... Boosted ?? ??

#AstraZeneca
#boostershot 
#ᴠᴀᴄᴄɪɴᴇssᴀᴠᴇʟɪᴠᴇs 
#Vaccine @ MOA Acapulco Galleon Museum Project https://t.co/FATdHh05V1",
08/01/2022 22:46,"Grabe yung Booster ko na Astra! Grabe yung lagnat ko kagabi shuta lakas ng tama 

#Booster #AstraZeneca",
10/01/2022 18:35,Grabe naman chills nitong #AstraZeneca booster nato.. sinabayan pa ng malamig na panahon.. ????????,
16/01/2022 20:31,"Sa braso man ang turok…bakit masakit buong katawan? 
#boostershot #astrazeneca",
24/01/2022 16:25,"Saket ng #AstraZeneca 
#BoosterDose",
02/01/2022 10:41,"bago matapos ang week 2, smile padin kahit nilalagnat at kumikirot and kalamnan???? #booster #astrazeneca https://t.co/JrHZKJcgtb",
09/01/2022 22:32,"Normal ba 'to? Naninilaw 'yung tinurukan ng bakuna #Astrazeneca #COVID19 ?

WAIVER WAIVER PA KAYO AYAW NIYO LANG MABAWASAN PERA NIYO SA PAMPALIBING SA AMIN. PAG AKO NAGING CONSCIOUS ZOMBIE UUNAHIN KO YUNG MAYOR",
16/01/2022 17:10,Na-booster na! #AstraZeneca gid hahaha https://t.co/AwvAJXYhkU,
06/01/2022 18:38,WALA KA PANG 10 MINS AMBIGAT MO NA ?? #BoosterDose #AstraZeneca,
27/01/2022 22:25,"Boosted by #moderna
#BakunaBayaniTayo
#Resbakuna @ Forum Robinsons https://t.co/hiHi76wIcq",
30/01/2022 19:45,Fever ?????? #Astrazeneca #BoosterShots,
07/01/2022 10:55,"Let's keep that protection longer. Get boosted now! ??
#AstraZeneca
#ModernaBooster https://t.co/leQBICpIey",
05/01/2022 7:22,Eto na ang lagnat ?? #AstraZeneca,
08/01/2022 7:48,"Yung Ang sama Ng pakiramdam ko dahil  sa vaccine grabe Ang bigat sa braso ah

#AstraZeneca",
10/01/2022 18:09,Gagi from 2nd dose to booster ng #AstraZeneca parang wala nang effect sa katawan ko ah. Nagdududa na ko kung kaya na ba talaga ng katawan ko o baka wala talagang tinuturok sakin?? Charot HAHAHAHAHA.,
26/01/2022 12:13,tang ina sakit ng buong katawan ko ?? #AstraZeneca #booster,
19/01/2022 8:15,Sakit kasu-kasuhan ko ha ?? booster pa nga from #Pfizer to #AstraZeneca ?? buti na lang Friday ako nagpaturok pahinga ngayong weekends ??,
04/01/2022 18:53,"Magla-lunch lang sana ako eh, nakita kong may mga pumipila sa pantry, kaya nagpa-booster shot nalang ako. #AstraZeneca #BoosterDose https://t.co/72MuJLBVsZ",
30/01/2022 14:44,"Ang sakit ng bewang ko, sexbomb, sexbomb, sexbomb
#Astrazeneca",
26/01/2022 8:24,"Tamang seizures lang 
#Astrazeneca",
15/01/2022 16:27,"grabe naman adverse effects ng booster shot! ????????????
#AstraZeneca 
#BoosterDose",
18/01/2022 12:55,Buti nalang wala pang side effect tong #AstraZeneca HAHA,
28/01/2022 23:06,#1st dose HAHAHA so far wala pang side effects HAHA #AstraZeneca,
01/01/2022 10:04,"Just got BOOSTED ?? Let's fight COVID variants ??
Thank you Lord for the immunity ?? Pfizer x Astra Booster

#AstrazenecaBooster #BoosterShot #Resbakuna @ Megatrade Hall https://t.co/6wZdnqa0m9",
02/01/2022 16:28,"Booster done! ??

#Astrazeneca 
#Resbakuna 
#booster @ Robinsons Galleria South https://t.co/iDtoPBAMHp",
12/01/2022 18:08,"Boosted ??

#AstraZeneca https://t.co/MfQ4fFaOKa",
20/01/2022 19:14,"Kangalay booster haha

#Astrazeneca",
08/01/2022 12:12,Hindi ako nilagnat pero sinipon naman ako.?? #Booster #Astrazeneca,
30/01/2022 15:01,ang sakit ng braso ko dahil sa booster ?? #Astrazeneca,
16/01/2022 13:47,"Team Moderna! Booster now, high fever later. #Moderna #CovidVaccineBoosterDose #VaccineNation @ The Tent at Vista Global South https://t.co/W4DJPRYZWz",
01/01/2022 14:52,"Booster protected. ??
#Moderna @ Philippine Red Cross https://t.co/WPmhgZ9bHi",
25/01/2022 19:43,"I can't sleep coz my talampakan and palm felt so hot, and im sweating.

#boostershot #Moderna",
18/01/2022 16:55,Done with our booster ?? #Moderna @ SM Southmall https://t.co/cIs1XfC3gN,
03/01/2022 7:25,"Boosted! ?? #Moderna @ Luneta Quirino Grandstand, Manila https://t.co/VExoCTpYNo",
21/01/2022 18:09,"Done with our booster shot!
??

#Moderna @ Solaire Theater https://t.co/tY0MLtDMfe",
24/01/2022 20:32,"Sakit sa braso

#booster
#moderna",
04/01/2022 22:40,Parang may sariling buhay yung booster shot ko ng #moderna kumikibo-kibot mag isa ?? road to zombie.,
10/01/2022 16:09,"Wala naman ako lagnat, masakit lang ang brasong tinurukan at yung pakiramdam na umakyat ka ng bundok or nagswimming ka ng matagal kaya parang binugbog katawan mo...
#Booster
#Moderna
#VaccinesWork",
09/01/2022 12:37,"Grabe tong MODERNA BOOSTER, nakakapanghina. #Boosted #Moderna",
25/01/2022 12:03,Picture muna kahit nagsisimula na sumama ang pakiramdam  #booster #moderna @ Ayala Triangle Gardens https://t.co/4254Bxo7Fu,
07/01/2022 22:06,"Booster done!! Mejo feel ko na pangangalay now ??

#GetBoosted 
#Moderna 
#MarcosDuwag https://t.co/fSRf9PESwc",
05/01/2022 11:10,"Will always be thankful… ??❤?? 

Got my Moderna booster and Bhei’s second dose. ??

#MVPGroupWeGotYourVac #ePLDT #PLDTGroup #Moderna #ThankYou @ Pldt Santa Ana https://t.co/Zlo4u3au3S",
19/01/2022 21:18,Dont forget to get your Booster! ?? #Moderna https://t.co/5Bf8QcAacE,
11/01/2022 19:11,"Covid Vaccine Booster shot, done! ???????? Thank you, Solaire Resort Foundation!! Lets all be safe and protect each other ????♥️#vaccinated #Moderna @ Solaire Resort https://t.co/IUErCxq4lW",
12/01/2022 22:04,"Booster today, sakit katawan the next day. #Moderna ??????",
21/01/2022 9:54,hays! ang sakit ng braso kooo!?? #booster #moderna,
30/01/2022 21:21,Manhid na ba ako? Wala akong naramdaman. O wala pa? ???? #moderna #booster ?? https://t.co/fkBMOgElsp,
03/01/2022 9:05,@binobautista Mapanakit yan. #moderna,
17/01/2022 20:35,Ako lang ba halos mamatay sa booster shot ng #Moderna?,
14/01/2022 18:54,"Sa laki kong to, pinatumba ako ni #Moderna",
17/01/2022 16:57,Side effect is real. Fever and bodyache. #boostershot #Pfizer,
21/01/2022 20:48,Fast heart beat po ba isa ring side effect ng #CovidVaccine ? huhuh! 101-105 bpm almost 20hrs na since nagpashot ako ng #pfizer may konting sinat din. Punta na ba kong ER? TIA,
14/01/2022 10:55,Di ako maka move on sa pa spicy flavor na bakuna ng Pfizer ?? juskopo napakahapdi ???? #boostershot #covid19vaccine #pfizer,
01/01/2022 23:20,"Nagiinit nko ng konte????

#BoosterJab #Pfizer ??",
24/01/2022 18:20,wala naman side effect sakin #boostershot #Pfizer... observe pa hangang buKas. daming ngcomplain kanina... ??,
23/01/2022 11:45,"day two: still sick. on-going fever.
#BoosterJab #yearender #pfizer https://t.co/5zCKJFcnOW",
13/01/2022 16:17,Booster shot done!  Yey! #Pfizer ??????,
26/01/2022 15:15,"Done my #pfizer #booster ☺
#covidvacccine #covid19vacccine #covidbooster 
Get vaccinated for  your protection and to your famiy and others too
#JquesanFamilyPhoto @ Marikina City https://t.co/Pf2QSnAJtB",
13/01/2022 14:24,"body ache, fever, colds and chills at 4am is my body's way of coping with the 3rd jab. this too shall pass.
#BoosterJab #Pfizer",
15/01/2022 8:31,Sakit naman.. sobrang sakit.. sakit ng braso ko.. ?????? #boostershot #Pfizer,
14/01/2022 18:22,Ang sakit parin ng arm ko sa may part ng turok ng karayom ?? #BoosterJab #Pfizer #CovidVaccine,
10/01/2022 14:00,"Makakapag 2nd dose na din sa wakas ????
#Pfizer https://t.co/CT92y247x1",
05/01/2022 17:41,"Aray, masakit sa braso, sana di mag fever  #pfizer #boosterdose",
13/01/2022 23:54,"Second dose✅
#FullyVaccinated
#Sinovac",
01/01/2022 19:47,Hindi vaccinated or #Sinovac?! https://t.co/ko34vIKkcf,
20/01/2022 16:22,"Monday Grind. 
Go get your shots. 
#resbakuna #Pfizer https://t.co/0IIj7w8CYX",
